#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SPECTRAL CONTENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide spectral content at x/c=0.45 (Kulite 7)
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#               FREQ:   Frequency (Hz)
#          <p(Pa^2)>:   Pressure power spectral content
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "008.02"
# Column       1       2
VARIABLES =   "FREQ"  "<p(Pa^2)>"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "008"
8067.255434842688      2.5417671416000123
8080.523947071048      2.5417669875867164
8093.792459299408      2.5417710291128555
8107.060971527767      2.541765936724442
8120.329483756127      2.5417684242426426
8133.597995984486      2.541766220183112
8146.866508212846      2.5417675942767324
8160.135020441206      2.5417668285392057
8173.403532669566      2.5417597822186404
8186.672044897925      2.5417671081240494
8199.940557126285      2.541763950727763
8213.209069354645      2.5417620005793915
8226.477581583003      2.541767280101957
8239.746093811364      2.5417690692097974
8253.014606039724      2.5417714273905188
8266.283118268084      2.5417790605242523
8279.551630496442      2.541768629232141
8292.820142724802      2.5417639134901964
8306.088654953162      2.541766342273903
8319.357167181523      2.5417656460393965
8332.625679409883      2.541767210006325
8345.894191638241      2.541771734130736
8359.162703866601      2.541768266581654
8372.431216094961      2.541764433795295
8385.699728323321      2.541767031966487
8398.96824055168      2.541768406527047
8412.23675278004      2.5417669215112473
8425.5052650084      2.541761665341806
8438.77377723676      2.541770851856173
8452.042289465118      2.541764155733457
8465.310801693478      2.541763262763213
8478.579313921839      2.5417623932154356
8491.847826150199      2.5417708746461827
8505.116338378557      2.5417681391981706
8518.384850606917      2.54176681950091
8531.653362835277      2.541763594781783
8544.921875063637      2.5417646698000746
8558.190387291996      2.541761898894607
8571.458899520356      2.5417692371940226
8584.727411748716      2.5417698427549182
8597.995923977076      2.5417631663268025
8611.264436205434      2.5417692705128476
8624.532948433794      2.541768390826605
8637.801460662155      2.541771287696841
8651.069972890515      2.5417623473007978
8664.338485118873      2.541769282117752
8677.606997347233      2.5417678111528756
8690.875509575593      2.541769700549406
8704.144021803953      2.5417704826408203
8717.412534032313      2.5417640789633067
8730.681046260672      2.541771954672184
8743.949558489032      2.541765228051953
8757.218070717392      2.54176506656813
8770.486582945752      2.54177035806632
8783.75509517411      2.5417659290055785
8797.02360740247      2.541769594259811
8810.29211963083      2.5417651348509778
8823.56063185919      2.5417748629692127
8836.82914408755      2.541762407544629
8850.09765631591      2.5417623890355743
8863.36616854427      2.5417589513136583
8876.63468077263      2.541765112924756
8889.903193000988      2.5417646267517733
8903.171705229348      2.5417628358882753
8916.440217457708      2.541769534752657
8929.708729686068      2.5417619950938426
8942.977241914426      2.5417684924013093
8956.245754142787      2.541768910294054
8969.514266371147      2.541764841384478
8982.782778599507      2.54176734431409
8996.051290827865      2.541765978334417
9009.319803056225      2.5417685782622517
9022.588315284585      2.541761248610796
9035.856827512946      2.541766431725027
9049.125339741304      2.541760952992805
9062.393851969664      2.5417660338132553
9075.662364198024      2.541765341913145
9088.930876426384      2.541765806139514
9102.199388654744      2.541763906759546
9115.467900883103      2.5417676710737505
9128.736413111463      2.541767000168081
9142.004925339823      2.5417624118182482
9155.273437568183      2.5417651715072895
9168.541949796541      2.541758372487379
9181.810462024901      2.5417673138131502
9195.078974253262      2.5417644659351675
9208.347486481622      2.54176954481293
9221.61599870998      2.5417656541585676
9234.88451093834      2.5417682976877334
9248.1530231667      2.5417653868130805
9261.42153539506      2.5417600937304763
9274.690047623419      2.541761585786429
9287.958559851779      2.541767659133799
9301.227072080139      2.5417650414913036
9314.495584308499      2.5417678924070923
9327.764096536857      2.5417669956822078
9341.032608765217      2.541760404624816
9354.301120993578      2.541763028710102
9367.569633221938      2.5417648031774487
9380.838145450296      2.5417656666394546
9394.106657678656      2.5417634989552456
9407.375169907016      2.5417671394119368
9420.643682135376      2.5417630895404666
9433.912194363735      2.5417649099498183
9447.180706592095      2.541764148463092
9460.449218820455      2.5417693154305403
9473.717731048815      2.5417656978688536
9486.986243277175      2.541764606034807
9500.254755505533      2.5417642350930416
9513.523267733894      2.5417681277493607
9526.791779962254      2.5417673564458707
9540.060292190614      2.541760748714514
9553.328804418972      2.5417644689985046
9566.597316647332      2.541767005674756
9579.865828875692      2.541764498580394
9593.134341104053      2.541763194091553
9606.40285333241      2.5417653555137676
9619.671365560771      2.5417649571561056
9632.939877789131      2.5417623611027587
9646.208390017491      2.5417654346055043
9659.47690224585      2.5417636391245675
9672.74541447421      2.5417703392736675
9686.01392670257      2.5417647202009435
9699.28243893093      2.541762237026959
9712.550951159288      2.5417692797848446
9725.819463387648      2.5417638569287546
9739.087975616008      2.5417659509821537
9752.356487844369      2.5417679823588686
9765.625000072727      2.541765299949657
9778.893512301087      2.5417631517159927
9792.162024529447      2.541758196922307
9805.430536757807      2.541767974731751
9818.699048986167      2.5417684475116555
9831.967561214526      2.541766131783066
9845.236073442886      2.5417678550703307
9858.504585671246      2.541764454344103
9871.773097899606      2.541764783438128
9885.041610127964      2.5417622877369483
9898.310122356324      2.5417655540319433
9911.578634584685      2.5417631342114144
9924.847146813045      2.541765667890151
9938.115659041403      2.5417638200730877
9951.384171269763      2.5417626098508554
9964.652683498123      2.5417607967593145
9977.921195726483      2.5417610164251507
9991.189707954842      2.541767103279977
10004.458220183202      2.54176484893198
10017.726732411562      2.5417655696545043
10030.995244639922      2.54176263245064
10044.26375686828      2.541771820096569
10057.53226909664      2.541763845525211
10070.800781325      2.5417621762577176
10084.06929355336      2.541765671583548
10097.337805781719      2.5417642885441367
10110.60631801008      2.5417685471849607
10123.87483023844      2.541762762194975
10137.1433424668      2.5417704569178294
10150.411854695158      2.541766481093919
10163.680366923518      2.5417611475290918
10176.948879151878      2.541759364922634
10190.217391380238      2.541761725937412
10203.485903608598      2.5417611867082694
10216.754415836956      2.54176242056199
10230.022928065317      2.5417598245699655
10243.291440293677      2.541761206364647
10256.559952522037      2.541764221846463
10269.828464750395      2.54175495674084
10283.096976978755      2.5417673230463067
10296.365489207115      2.5417592731965457
10309.634001435476      2.5417551271173817
10322.902513663834      2.5417676078824902
10336.171025892194      2.541767610869579
10349.439538120554      2.5417624956494707
10362.708050348914      2.54176468343652
10375.976562577272      2.541768187698417
10389.245074805633      2.541768086274849
10402.513587033993      2.541765364027183
10415.782099262353      2.5417621166941124
10429.050611490711      2.5417658332414828
10442.319123719071      2.5417673869328015
10455.587635947431      2.5417628978823767
10468.856148175792      2.5417633567410003
10482.12466040415      2.541764873812185
10495.39317263251      2.541761868751892
10508.66168486087      2.541763670123451
10521.93019708923      2.5417615630791928
10535.198709317589      2.5417638031477954
10548.467221545949      2.5417625319525765
10561.735733774309      2.541763487510383
10575.004246002669      2.541764942317327
10588.272758231029      2.5417652892798457
10601.541270459387      2.5417630421030664
10614.809782687747      2.541761759913999
10628.078294916108      2.541763633982377
10641.346807144468      2.541762486329808
10654.615319372826      2.5417677200938673
10667.883831601186      2.5417661532418045
10681.152343829546      2.5417661743719884
10694.420856057906      2.5417578439489725
10707.689368286265      2.5417605260476903
10720.957880514625      2.541761498771035
10734.226392742985      2.5417597447263063
10747.494904971345      2.5417612895803523
10760.763417199703      2.5417628382399657
10774.031929428063      2.5417623012139146
10787.300441656424      2.5417625585896384
10800.568953884784      2.5417653122687978
10813.837466113142      2.5417601414699464
10827.105978341502      2.541762599653908
10840.374490569862      2.5417600693238938
10853.643002798222      2.5417602361220717
10866.91151502658      2.541765932351263
10880.18002725494      2.5417616041679523
10893.448539483301      2.5417606649772795
10906.717051711661      2.5417636393982654
10919.98556394002      2.541757070458323
10933.25407616838      2.5417616318463496
10946.52258839674      2.541763692639939
10959.7911006251      2.5417577653390255
10973.05961285346      2.5417661092740382
10986.328125081818      2.5417601664550187
10999.596637310178      2.541767898925062
11012.865149538538      2.541762556532624
11026.133661766899      2.5417642005447023
11039.402173995257      2.5417592734208503
11052.670686223617      2.5417614835231856
11065.939198451977      2.541765133373126
11079.207710680337      2.541758359485238
11092.476222908695      2.5417591691029364
11105.744735137056      2.5417641784034406
11119.013247365416      2.5417652823205326
11132.281759593776      2.541762105950719
11145.550271822134      2.541768132985078
11158.818784050494      2.5417627894104466
11172.087296278854      2.5417648676177085
11185.355808507215      2.5417633848970653
11198.624320735573      2.5417593457692234
11211.892832963933      2.5417598442040825
11225.161345192293      2.541764546692428
11238.429857420653      2.5417582031578787
11251.698369649012      2.541762182939083
11264.966881877372      2.541764642760051
11278.235394105732      2.541765258432946
11291.503906334092      2.5417634182096713
11304.77241856245      2.541760122760174
11318.04093079081      2.5417621621236237
11331.30944301917      2.541761609377346
11344.57795524753      2.541764362700011
11357.84646747589      2.541760861413683
11371.114979704249      2.5417611246128553
11384.38349193261      2.5417583735630127
11397.65200416097      2.541762072943703
11410.92051638933      2.541765089021838
11424.189028617688      2.541763705171922
11437.457540846048      2.5417606866702007
11450.726053074408      2.5417585885659086
11463.994565302768      2.5417608203439186
11477.263077531126      2.541756893665699
11490.531589759486      2.5417610992170343
11503.800101987847      2.541759673622486
11517.068614216207      2.541761241666242
11530.337126444565      2.5417613165715265
11543.605638672925      2.541760919779517
11556.874150901285      2.541765697793547
11570.142663129645      2.5417605161840484
11583.411175358004      2.5417591536700628
11596.679687586364      2.541764881689943
11609.948199814724      2.5417579705595306
11623.216712043084      2.5417659659799448
11636.485224271442      2.541763210315158
11649.753736499802      2.5417625928707106
11663.022248728163      2.541759787498395
11676.290760956523      2.541759837344166
11689.559273184881      2.5417623951239547
11702.827785413241      2.541760977492725
11716.096297641601      2.54176276490703
11729.364809869961      2.5417629550244185
11742.633322098322      2.541759245208149
11755.90183432668      2.5417597671613392
11769.17034655504      2.5417564081318695
11782.4388587834      2.54176075383612
11795.70737101176      2.541763863501712
11808.975883240118      2.5417648165256277
11822.244395468479      2.541762960234515
11835.512907696839      2.541763476288221
11848.781419925199      2.54176276565911
11862.049932153557      2.541762985041348
11875.318444381917      2.5417606572222446
11888.586956610277      2.541761945056323
11901.855468838638      2.541758453268805
11915.123981066996      2.5417582662005356
11928.392493295356      2.5417587447380288
11941.661005523716      2.541763063972066
11954.929517752076      2.5417653267497484
11968.198029980435      2.541757999373088
11981.466542208795      2.5417599285570844
11994.735054437155      2.5417601568302044
12008.003566665515      2.5417600638698157
12021.272078893873      2.541765049464906
12034.540591122233      2.541761048830823
12047.809103350593      2.541761439537524
12061.077615578954      2.54175681958233
12074.346127807312      2.5417652273782676
12087.614640035672      2.5417572198126233
12100.883152264032      2.5417591833779882
12114.151664492392      2.5417620523010385
12127.420176720752      2.5417607635866024
12140.68868894911      2.5417592945392933
12153.95720117747      2.5417647061755924
12167.22571340583      2.541765357309225
12180.494225634191      2.5417613989970738
12193.76273786255      2.541763023815114
12207.03125009091      2.541761347538388
12220.29976231927      2.5417639537139847
12233.56827454763      2.5417590047773593
12246.836786775988      2.5417624452691414
12260.105299004348      2.5417607658629673
12273.373811232708      2.5417570300836574
12286.642323461068      2.541760471639583
12299.910835689427      2.5417662760568835
12313.179347917787      2.5417624872899443
12326.447860146147      2.541759654506935
12339.716372374507      2.5417603349603883
12352.984884602865      2.541761763477532
12366.253396831225      2.5417593337887086
12379.521909059586      2.5417582380687893
12392.790421287946      2.541760229039874
12406.058933516304      2.541760304281455
12419.327445744664      2.5417575991476227
12432.595957973024      2.541755786090612
12445.864470201384      2.5417573829183473
12459.132982429745      2.5417565359960346
12472.401494658103      2.541759190099709
12485.670006886463      2.5417616003352483
12498.938519114823      2.541759173021451
12512.207031343183      2.5417587320189714
12525.475543571541      2.5417608811965087
12538.744055799902      2.5417584516748004
12552.012568028262      2.5417569909489695
12565.281080256622      2.5417637268086537
12578.54959248498      2.5417600599062045
12591.81810471334      2.541759659434331
12605.0866169417      2.541756642757968
12618.35512917006      2.541765230603152
12631.623641398419      2.5417561986080432
12644.892153626779      2.5417553514630704
12658.160665855139      2.5417643474264024
12671.4291780835      2.5417582528720106
12684.697690311858      2.5417584196672585
12697.966202540218      2.5417586739182023
12711.234714768578      2.541750749412703
12724.503226996938      2.5417657207402513
12737.771739225296      2.5417613821380733
12751.040251453656      2.5417611612199362
12764.308763682016      2.541758057235579
12777.577275910377      2.5417605321988868
12790.845788138735      2.541759273166869
12804.114300367095      2.54176137883029
12817.382812595455      2.541763187466496
12830.651324823815      2.541763567364557
12843.919837052175      2.5417581196349346
12857.188349280534      2.541762049258523
12870.456861508894      2.5417609114229585
12883.725373737254      2.541764661883901
12896.993885965614      2.5417619705415637
12910.262398193972      2.541759744358962
12923.530910422332      2.5417614605402665
12936.799422650693      2.5417647989651293
12950.067934879053      2.541760007407653
12963.336447107411      2.5417546555730244
12976.604959335771      2.54175663866677
12989.873471564131      2.5417576954013597
13003.141983792491      2.541757267463711
13016.41049602085      2.541757577805516
13029.67900824921      2.5417590113161874
13042.94752047757      2.5417571785506445
13056.21603270593      2.5417540405797374
13069.484544934288      2.541757618478982
13082.753057162648      2.5417608600595902
13096.021569391009      2.5417634128869446
13109.290081619369      2.541756871918519
13122.558593847727      2.541761895979825
13135.827106076087      2.541762351280162
13149.095618304447      2.5417628281432676
13162.364130532807      2.5417618531748554
13175.632642761166      2.541760602719741
13188.901154989526      2.5417573695345625
13202.169667217886      2.541756322533351
13215.438179446246      2.541758224599919
13228.706691674606      2.54175618871463
13241.975203902964      2.5417583657306753
13255.243716131325      2.541757847428009
13268.512228359685      2.541757862036681
13281.780740588045      2.5417616247707806
13295.049252816403      2.5417635305178337
13308.317765044763      2.54176004630769
13321.586277273123      2.5417599786950826
13334.854789501484      2.541757465935507
13348.123301729842      2.541757429841551
13361.391813958202      2.5417591381767566
13374.660326186562      2.541759464733782
13387.928838414922      2.5417619268639826
13401.19735064328      2.5417578335876256
13414.46586287164      2.5417581093910244
13427.7343751      2.541760831037207
13441.00288732836      2.54175866526205
13454.27139955672      2.541756812656558
